TILENAME,RA_CENT,DEC_CENT
DES0634-4457,98.61220000,-44.95837000
DES2125-8030,321.48176200,-80.50281500
DES1926-4623,291.55891600,-46.38614800
DES0120-7122,20.04334200,-71.37225900
DES0913-6913,138.46258300,-69.23059300
DES1636-6913,249.18723500,-69.23059300
DES1738-6039,264.70848200,-60.66392600
DES2246-1458,341.50876300,-14.97503700
DES2339-1041,354.91515800,-10.69170400
DES0653-2332,103.44549400,-23.54170400
DES2250-2958,342.57224300,-29.96670400
DES1811-4123,272.78218900,-41.38892600
DES1939-5205,294.75530500,-52.09725900
DES0435-7742,68.99659900,-77.71392600
DES1708-6622,257.02645600,-66.37503700
DES0652-7906,103.18669800,-79.10837000
DES1122-7537,170.51200100,-75.62225900
DES1733-7455,263.49970900,-74.92503700
DES1809-7205,272.42350900,-72.08614800
DES2012-2332,303.03324800,-23.54170400
DES2122-2249,320.69883500,-22.82781500
DES0643-3332,100.85111200,-33.53614800
DES1957-3206,299.44123200,-32.10837000
DES2216-3332,334.09554500,-33.53614800
DES2341-3832,355.31012000,-38.53337000
DES0635-4540,98.89666700,-45.67225900
DES2007-4831,301.94914900,-48.52781500
DES0629-5040,97.47275000,-50.66948100
DES1841-5748,280.36006600,-57.80837000
DES1902-5248,285.62965200,-52.81114800
DES1825-6122,276.49034900,-61.37781500
DES2120-2541,320.15264300,-25.68337000
DES1816-4249,274.11857700,-42.81670400
DES1750-6622,267.71478000,-66.37503700
DES1957-6539,299.25062900,-65.66114800
DES1258-7413,194.59316800,-74.22781500
DES2026-2832,306.69257100,-28.53892600
DES2028-2124,307.20362200,-21.40003700
DES2330-3749,352.71975000,-37.81948100
DES0014-6913,3.57982500,-69.23059300
DES0247-7619,41.76331900,-76.31948100
DES0722-7701,110.51121000,-77.01670400
DES0441-8820,70.36257000,-88.33614800
DES1949-2249,297.46215900,-22.82781500
DES1911-3332,287.84689200,-33.53614800
DES0726-4748,111.66629700,-47.81392600
DES0826-5705,126.56909000,-57.09448100
DES0712-7248,108.13355800,-72.80003700
DES2139-1332,324.93378000,-13.54725900
DES0639-2124,99.78726600,-21.40003700
DES2014-2541,303.51747400,-25.68337000
DES2321-2915,350.27782000,-29.25281500
DES0650-4206,102.62668600,-42.10281500
DES1827-4249,276.94649200,-42.81670400
DES1824-5414,276.22162400,-54.23892600
DES1829-5248,277.36219200,-52.81114800
DES1916-5622,289.18309600,-56.38059300
DES1937-6122,294.37362300,-61.37781500
DES2143-1958,325.89127900,-19.97225900
DES2240-1915,340.03369800,-19.25837000
DES2041-2706,310.28849000,-27.11114800
DES0655-3540,103.95026100,-35.67781500
DES2002-3332,300.69374000,-33.53614800
DES2355-3415,358.77464000,-34.25003700
DES2002-4331,300.60132900,-43.53059300
DES0244-7948,41.05929500,-79.80559300
DES0349-7039,57.26029500,-70.65837000
DES1908-7248,287.07096400,-72.80003700
DES2200-1415,330.24415400,-14.26114800
DES2355-1541,358.79118800,-15.68892600
DES0609-2541,92.44184700,-25.68337000
DES2034-2041,308.57578900,-20.68614800
DES1645-8153,251.37039200,-81.89725900
DES1932-8353,293.23933700,-83.88892600
DES2346-2749,356.52946300,-27.82503700
DES1950-3457,297.64898700,-34.96392600
DES0741-5040,115.49474400,-50.66948100
DES0749-5748,117.33995700,-57.80837000
DES0815-5457,123.85169100,-54.95281500
DES0951-7039,147.78950400,-70.65837000
DES2251-1458,342.98673500,-14.97503700
DES2159-2041,329.94217600,-20.68614800
DES2312-2332,348.19786100,-23.54170400
DES1851-3540,282.90958900,-35.67781500
DES2143-3540,325.97266200,-35.67781500
DES1856-4457,284.07977400,-44.95837000
DES0335-6622,53.94830200,-66.37503700
DES0759-6331,119.93166400,-63.51948100
DES0945-7330,146.43681900,-73.51392600
DES2305-2706,346.37894900,-27.11114800
DES2006-3623,301.60525800,-36.39170400
DES0730-4457,112.73621100,-44.95837000
DES1758-4831,269.65012600,-48.52781500
DES1818-4957,274.50674200,-49.95559300
DES0350-8432,57.74243700,-84.53614800
DES2108-6456,317.14697200,-64.94725900
DES1723-7455,260.81894300,-74.92503700
DES1725-7413,261.28508400,-74.22781500
DES2220-1832,335.23891900,-18.54448100
DES1941-2415,295.35833600,-24.25559300
DES2042-2749,310.51780900,-27.82503700
DES2108-3206,317.14002400,-32.10837000
DES0634-4040,98.55079100,-40.67503700
DES1712-5748,258.03987900,-57.80837000
DES1842-5914,280.58276500,-59.23614800
DES1756-6039,269.07983700,-60.66392600
DES2215-6539,333.89425700,-65.66114800
DES1931-7122,292.87981200,-71.37225900
DES0624-2458,96.12354800,-24.96948100
DES0356+0500,59.04287800,5.01385200
DES1925-1541,291.31335900,-15.68892600
DES1918-3832,289.60187800,-38.53337000
DES2006-4748,301.57657300,-47.81392600
DES0755-5457,118.87903300,-54.95281500
DES0744-6122,116.18690700,-61.37781500
DES0829-7122,127.32153100,-71.37225900
DES2241-2206,340.49885800,-22.11392600
DES2000-3123,300.08982000,-31.39448100
DES2300-3914,345.05934700,-39.24725900
DES0648-4331,102.08632200,-43.53059300
DES0659-5914,104.81165200,-59.23614800
DES1843-5248,280.90538900,-52.81114800
DES0108-6539,17.19879100,-65.66114800
DES0820-6622,125.20379400,-66.37503700
DES2354-7205,358.55363900,-72.08614800
DES1223-8707,185.98230300,-87.12503700
DES2247-1332,341.82313300,-13.54725900
DES2250-1041,342.56463900,-10.69170400
DES2357-1958,359.31239200,-19.97225900
DES1939-2623,294.92474600,-26.39725900
DES2137-2958,324.44311600,-29.96670400
DES0619-3914,94.75746200,-39.24725900
DES1935-3706,293.79777500,-37.10559300
DES0338-7701,54.65091100,-77.01670400
DES1127-7824,171.83213100,-78.41114800
DES1949-7122,297.34973700,-71.37225900
DES2229-8549,337.31359000,-85.83059300
DES2347-1207,356.77826200,-12.11948100
DES0623-3623,95.91549100,-36.39170400
DES2356-2706,359.21111200,-27.11114800
DES2159-3457,329.88017400,-34.96392600
DES2220-3123,335.21550800,-31.39448100
DES2240-3123,340.23346400,-31.39448100
DES0359-6705,59.86741400,-67.08892600
DES0500-8549,75.23415700,-85.83059300
DES2320-1207,350.20679800,-12.11948100
DES0005-2541,1.34449100,-25.68337000
DES0552-8030,88.24960100,-80.50281500
DES0753-8314,118.49155200,-83.24170400
DES2054-2206,313.52875600,-22.11392600
DES1905-3540,286.42494200,-35.67781500
DES1937-3540,294.33448600,-35.67781500
DES2113-3623,318.45522600,-36.39170400
DES2120-3749,320.18592100,-37.81948100
DES1627-7205,246.89326700,-72.08614800
DES2309-7455,347.38082000,-74.92503700
DES2345-1041,356.36816000,-10.69170400
DES0612-2249,93.14788400,-22.82781500
DES2158-2332,329.50905600,-23.54170400
DES2216-2124,334.03994100,-21.40003700
DES0659-3457,104.90271300,-34.96392600
DES1904-3957,286.17667400,-39.96114800
DES0645-4957,101.41093100,-49.95559300
DES0102-7824,15.65054000,-78.41114800
DES0656-6248,104.01178000,-62.80559300
DES0745-6622,116.29685800,-66.37503700
DES1730-6956,262.64846100,-69.94448100
DES1804-8549,271.07529000,-85.83059300
DES2010-4540,302.58454400,-45.67225900
DES0854-6956,133.58140800,-69.94448100
DES2134-6831,323.73230300,-68.51670400
DES2300-7537,345.19571100,-75.62225900
DES2148-1915,327.17820700,-19.25837000
DES2030-2915,307.72951100,-29.25281500
DES2057-2706,314.29854100,-27.11114800
DES2257-2458,344.29946900,-24.96948100
DES2318-2206,349.74575000,-22.11392600
DES2345-2415,356.43322600,-24.25559300
DES2228-3832,337.05783100,-38.53337000
DES2313-3206,348.32361000,-32.10837000
DES1852-5123,283.00705600,-51.38337000
DES1928-5705,292.08328000,-57.09448100
DES1040-8707,160.17453400,-87.12503700
DES2357-1832,359.33447100,-18.54448100
DES0615-2706,93.84831700,-27.11114800
DES2052-2332,313.15635100,-23.54170400
DES2214-3749,333.74168300,-37.81948100
DES0705-4623,106.46191000,-46.38614800
DES0709-6039,107.33969900,-60.66392600
DES2109-6913,317.27678800,-69.23059300
DES2128-6456,322.20459900,-64.94725900
DES1252-8112,193.00346200,-81.20003700
DES2236-1415,339.08321300,-14.26114800
DES2104-3332,316.10995800,-33.53614800
DES2131-3623,322.88942800,-36.39170400
DES0701-4623,105.42698100,-46.38614800
DES0013-6539,3.34134000,-65.66114800
DES0710-6705,107.54526700,-67.08892600
DES2002-6705,300.67278400,-67.08892600
DES1914-8432,288.59486500,-84.53614800
DES0007-2832,1.95134100,-28.53892600
DES0620-2915,95.01212100,-29.25281500
DES0628-2958,97.11536500,-29.96670400
DES0702-4206,105.51325000,-42.10281500
DES0743-4957,115.83558200,-49.95559300
DES1847-4331,281.89270200,-43.53059300
DES0315-6705,48.86483300,-67.08892600
DES0609-6414,92.36082900,-64.23337000
DES0927-7248,141.93190900,-72.80003700
DES1533-7619,233.38205600,-76.31948100
DES2313-7039,348.28566000,-70.65837000
DES2112-1541,318.00788500,-15.68892600
DES2019-2458,304.92479400,-24.96948100
DES1857-3206,284.27083900,-32.10837000
DES0642-4706,100.62435200,-47.10003700
DES1850-4206,282.69755200,-42.10281500
DES0837-5748,129.39995000,-57.80837000
DES0715-6039,108.79681700,-60.66392600
DES1929-6039,292.48549500,-60.66392600
DES0337-7455,54.39996700,-74.92503700
DES0353-7330,58.39025200,-73.51392600
DES0648-5205,102.09386100,-52.09725900
DES1636-7205,249.21419800,-72.08614800
DES0612-2706,93.04630600,-27.11114800
DES0650-2706,102.67042900,-27.11114800
DES1930-3123,292.56288700,-31.39448100
DES2055-3415,313.86454700,-34.25003700
DES0035-8153,8.98603200,-81.89725900
DES0339-8353,54.83262800,-83.88892600
DES1206-7330,181.65544600,-73.51392600
DES2006-7619,301.53197900,-76.31948100
DES2305-1958,346.39968900,-19.97225900
DES1956-2706,299.06034700,-27.11114800
DES2313-2749,348.45724300,-27.82503700
DES1904-3914,286.06204200,-39.24725900
DES2054-3332,313.54058800,-33.53614800
DES2135-3457,323.78238200,-34.96392600
DES1854-4914,283.74775700,-49.24170400
DES2236-6705,339.18181800,-67.08892600
DES2123-1832,320.93218500,-18.54448100
DES2321-2706,350.38900000,-27.11114800
DES1947-5831,296.87468900,-58.52225900
DES0746-7701,116.71791000,-77.01670400
DES0846-7948,131.66426600,-79.80559300
DES1514-7455,228.64975200,-74.92503700
DES1725-8112,261.36491000,-81.20003700
DES0611-0124,92.81229500,-1.41114800
DES2352-1749,358.24003500,-17.83059300
DES2111-1124,317.96801300,-11.40559300
DES2141-2958,325.26716700,-29.96670400
DES2358-2041,359.70250000,-20.68614800
DES1902-3540,285.54610400,-35.67781500
DES2055-3749,313.85989800,-37.81948100
DES2344-3123,356.12365600,-31.39448100
DES0303-8030,45.99365400,-80.50281500
DES1812-5540,273.20610500,-55.66670400
DES1958-6414,299.63352100,-64.23337000
DES2124-7413,321.17146100,-74.22781500
DES2101-1749,315.49517200,-17.83059300
DES2146-1958,326.65085000,-19.97225900
DES2137-2623,324.41331000,-26.39725900
DES2140-2623,325.21029800,-26.39725900
DES2143-3249,325.97047800,-32.82225900
DES2334-3749,353.62346800,-37.81948100
DES1752-5248,268.13873500,-52.81114800
DES0055-8153,13.93265100,-81.89725900
DES0502-8235,75.68637000,-82.59448100
DES1633-7413,248.45971600,-74.22781500
DES2155-1458,328.94600400,-14.97503700
DES2204-1958,331.20827400,-19.97225900
DES1751-4748,267.93623100,-47.81392600
DES1727-5414,261.92340700,-54.23892600
DES1944-5457,296.13386000,-54.95281500
DES1632-6331,248.01390200,-63.51948100
DES1945-6831,296.44226900,-68.51670400
DES2234-1250,338.69956600,-12.83337000
DES2204-2706,331.14075500,-27.11114800
DES0622-3957,95.68883900,-39.96114800
DES2356-2958,359.05326800,-29.96670400
DES2232-3040,338.08602800,-30.68059300
DES1809-4331,272.43329600,-43.53059300
DES0018-6956,4.51435400,-69.94448100
DES0311-7906,47.83772600,-79.10837000
DES2145-6705,326.34547300,-67.08892600
DES1646-7205,251.53512900,-72.08614800
DES1317-8628,199.44450400,-86.47781500
DES1328-8112,202.11832200,-81.20003700
DES1443-8432,220.87621200,-84.53614800
DES2132-1124,323.06590800,-11.40559300
DES2210-1707,332.51705800,-17.11670400
DES2319-1332,349.90065000,-13.54725900
DES0008-2332,2.21446500,-23.54170400
DES2255-3706,343.92505100,-37.10559300
DES2314-3914,348.74667900,-39.24725900
DES0730-4623,112.67148300,-46.38614800
DES1801-4331,270.46396700,-43.53059300
DES2348-3749,357.23833800,-37.81948100
DES0657-4414,104.34210100,-44.24448100
DES1922-5957,290.68193100,-59.95003700
DES0728-6456,112.24751400,-64.94725900
DES2148-6956,327.04327400,-69.94448100
DES2302-1624,345.69682100,-16.40281500
DES2332-1415,353.07838900,-14.26114800
DES0035-2041,8.85952300,-20.68614800
DES0607-2332,91.76499100,-23.54170400
DES2037-2915,309.36598400,-29.25281500
DES2144-2832,326.19566600,-28.53892600
DES1359-7413,209.98361000,-74.22781500
DES1434-7619,218.64215300,-76.31948100
DES1537-7824,234.30476700,-78.41114800
DES1632-7122,248.00949500,-71.37225900
DES2001-3249,300.48526100,-32.82225900
DES2225-3415,336.31959400,-34.25003700
DES1820-4748,275.00005400,-47.81392600
DES2326-7619,351.64764900,-76.31948100
DES0742-8112,115.52715400,-81.20003700
DES2155-8511,328.95636300,-85.18337000
DES1728-5331,262.05407800,-53.52503700
DES0514-7455,78.52686100,-74.92503700
DES1702-6248,255.53355600,-62.80559300
DES2051-1958,312.97857600,-19.97225900
DES1916-2958,289.00891300,-29.96670400
DES2145-3206,326.41082000,-32.10837000
DES1844-4623,281.20962700,-46.38614800
DES0634-5748,98.57996800,-57.80837000
DES0728-5705,112.11406300,-57.09448100
DES1809-6456,272.40568100,-64.94725900
DES0951-7701,147.75140900,-77.01670400
DES1602-7537,240.70756500,-75.62225900
DES2240-7248,340.18265800,-72.80003700
DES1816-8030,274.17576400,-80.50281500
DES2201-1207,330.49240400,-12.11948100
DES2330-1832,352.55759700,-18.54448100
DES0626-2623,96.71335200,-26.39725900
DES1948-2915,297.09243300,-29.25281500
DES0007-3123,1.97793700,-31.39448100
DES0619-3749,94.83982700,-37.81948100
DES1917-3249,289.44166600,-32.82225900
DES2148-3832,327.01907200,-38.53337000
DES0641-4831,100.40981800,-48.52781500
DES0716-4123,109.11589100,-41.38892600
DES0730-4748,112.72935800,-47.81392600
DES2204-1124,331.07688700,-11.40559300
DES2002-3623,300.71841700,-36.39170400
DES1737-5331,264.45583500,-53.52503700
DES0849-6748,132.30585000,-67.80281500
DES2307-8030,346.83533000,-80.50281500
DES2339-1707,354.92628700,-17.11670400
DES2306-2041,346.73005100,-20.68614800
DES2330-3415,352.72905100,-34.25003700
DES1738-4957,264.52044500,-49.95559300
DES0756-4957,119.16434700,-49.95559300
DES1950-4331,297.64733600,-43.53059300
DES0859-7455,134.82294500,-74.92503700
DES2134-1958,323.61256700,-19.97225900
DES2348-1458,357.02746600,-14.97503700
DES2102-3749,315.66733300,-37.81948100
DES2243-3540,340.91291100,-35.67781500
DES2332-3540,353.21664600,-35.67781500
DES1842-4957,280.54800000,-49.95559300
DES1847-4414,281.97581100,-44.24448100
DES0713-5123,108.31184800,-51.38337000
DES1917-5705,289.45509300,-57.09448100
DES0040-8432,10.16175300,-84.53614800
DES0648-6414,102.21420300,-64.23337000
DES0938-6913,144.50210900,-69.23059300
DES1540-6913,235.09500700,-69.23059300
DES1725-8314,261.48539800,-83.24170400
DES2146-8707,326.61626600,-87.12503700
DES2315-1832,348.79266700,-18.54448100
DES0631-2958,97.93941600,-29.96670400
DES2311-2415,347.82010000,-24.25559300
DES0702-3749,105.68443700,-37.81948100
DES2334-3415,353.59270600,-34.25003700
DES0631-4206,97.81574700,-42.10281500
DES1810-4914,272.56234600,-49.24170400
DES1812-5831,273.19695400,-58.52225900
DES1603-7413,240.76449500,-74.22781500
DES0246-6831,41.70382800,-68.51670400
DES0233-8511,38.32826900,-85.18337000
DES0837-8314,129.49107900,-83.24170400
DES2126-1541,321.71545800,-15.68892600
DES2234-1749,338.74237800,-17.83059300
DES2322-2623,350.71392100,-26.39725900
DES2334-2332,353.64876200,-23.54170400
DES1837-3332,279.28232700,-33.53614800
DES2103-3457,315.94236300,-34.96392600
DES1902-4206,285.58411600,-42.10281500
DES2003-3123,300.92614600,-31.39448100
DES2135-3914,323.85719000,-39.24725900
DES0730-5457,112.66321100,-54.95281500
DES0259-7948,44.99864200,-79.80559300
DES0640-6748,100.18239100,-67.80281500
DES2300-1458,345.20369200,-14.97503700
DES2012-7039,303.02105600,-70.65837000
DES2116-7619,319.21986300,-76.31948100
DES2212-2915,333.09484900,-29.25281500
DES2323-2958,350.81275600,-29.96670400
DES1944-3914,296.20220400,-39.24725900
DES0711-4831,107.95556500,-48.52781500
DES1912-4914,288.12160800,-49.24170400
DES0719-5248,109.87591700,-52.81114800
DES0524-6205,81.24834400,-62.09170400
DES0721-6414,110.42534900,-64.23337000
DES1943-6748,295.78586500,-67.80281500
DES2039-7205,309.81408600,-72.08614800
DES2118-3332,319.53578400,-33.53614800
DES0356-6831,59.24742100,-68.51670400
DES0825-6913,126.38353000,-69.23059300
DES2245-7906,341.41895900,-79.10837000
DES0850-8746,132.59397800,-87.77225900
DES2339-3623,354.81568300,-36.39170400
DES1901-4123,285.46708000,-41.38892600
DES1937-5123,294.44562400,-51.38337000
DES0211-7701,32.92746100,-77.01670400
DES1900-6913,285.06598000,-69.23059300
DES2003-7039,300.86559800,-70.65837000
DES2143-2749,325.85502700,-27.82503700
DES2255-2249,343.93551000,-22.82781500
DES0659-3706,104.76759100,-37.10559300
DES2213-3457,333.36462600,-34.96392600
DES2335-3623,353.92884200,-36.39170400
DES1827-4414,276.99312500,-44.24448100
DES1828-4623,277.06991100,-46.38614800
DES2028-4040,307.00376700,-40.67503700
DES1935-5540,293.98625100,-55.66670400
DES1738-6956,264.73018800,-69.94448100
DES2043-6748,310.90278700,-67.80281500
DES1742-7824,265.54108500,-78.41114800
DES0021-2124,5.47677200,-21.40003700
DES2339-7824,354.82632800,-78.41114800
DES0629-8353,97.39028000,-83.88892600
DES1120-8112,170.21631300,-81.20003700
DES1656-8511,254.15197900,-85.18337000
DES2115-8314,318.99841600,-83.24170400
DES2127-3749,321.99335600,-37.81948100
DES1749-4831,267.49419800,-48.52781500
DES1843-6831,280.84796400,-68.51670400
DES0901-7701,135.33800900,-77.01670400
DES0824-7039,126.23493000,-70.65837000
DES1029-7742,157.46263100,-77.71392600
DES2232-2206,338.18713500,-22.11392600
DES1800-4457,270.11805200,-44.95837000
DES1817-4331,274.40262500,-43.53059300
DES1740-6705,265.24893200,-67.08892600
DES1943-2706,295.85230600,-27.11114800
DES2126-2915,321.63953500,-29.25281500
DES2213-2458,333.27456000,-24.96948100
DES2241-2458,340.36200200,-24.96948100
DES2324-3123,351.10570000,-31.39448100
DES1933-4540,293.38971400,-45.67225900
DES1951-4123,297.83720700,-41.38892600
DES2116-4040,319.24048300,-40.67503700
DES0812-5205,123.01118100,-52.09725900
DES0825-5540,126.37960100,-55.66670400
DES1903-5831,285.93737900,-58.52225900
DES2007-6456,301.97409300,-64.94725900
DES1745-7039,266.33965800,-70.65837000
DES2025-7248,306.38430700,-72.80003700
DES1904-7122,286.17492500,-71.37225900
DES2230-7205,337.66525900,-72.08614800
DES2103-1541,315.78334100,-15.68892600
DES2120-2041,320.02206800,-20.68614800
DES0706-3832,106.64908500,-38.53337000
DES1730-5914,262.52274500,-59.23614800
DES0607-6205,91.92483900,-62.09170400
DES1653-6122,253.29200600,-61.37781500
DES1720-6831,260.02409800,-68.51670400
DES1321-8432,200.48449000,-84.53614800
DES2058-1749,314.74526200,-17.83059300
DES2126-1832,321.68517100,-18.54448100
DES0002-2958,0.70137000,-29.96670400
DES0018-2541,4.51309500,-25.68337000
DES2331-2041,352.83473300,-20.68614800
DES0626-3332,96.56882900,-33.53614800
DES1928-4123,292.12791700,-41.38892600
DES0734-5622,113.56249100,-56.38059300
DES1853-5331,283.40621400,-53.52503700
DES0854-6039,133.56782900,-60.66392600
DES1723-6748,260.79968600,-67.80281500
DES2221-1415,335.40027100,-14.26114800
DES2354-1958,358.55282100,-19.97225900
DES2041-2206,310.44645900,-22.11392600
DES2025-3249,306.43181100,-32.82225900
DES2044-2415,311.01856400,-24.25559300
DES2131-2623,322.81933300,-26.39725900
DES1914-3332,288.70334900,-33.53614800
DES1948-3249,297.08723200,-32.82225900
DES0744-5205,116.03874100,-52.09725900
DES1717-5705,259.29251400,-57.09448100
DES1957-4040,299.47348000,-40.67503700
DES2353-6956,358.26917400,-69.94448100
DES2114-2124,318.70490200,-21.40003700
DES2155-2206,328.94024300,-22.11392600
DES1939-3415,294.86412300,-34.25003700
DES0410-7122,62.50762500,-71.37225900
DES1617-6831,244.42979300,-68.51670400
DES0645-4414,101.35249000,-44.24448100
DES1917-7248,289.48513200,-72.80003700
DES2124-1624,321.13899100,-16.40281500
DES0001-2041,0.46558500,-20.68614800
DES2103-2706,315.90256100,-27.11114800
DES2154-3415,328.54669300,-34.25003700
DES2325-3540,351.45897000,-35.67781500
DES1742-5457,265.57243700,-54.95281500
DES2158-1749,329.74346000,-17.83059300
DES2228-1458,337.07484800,-14.97503700
DES2007-2541,301.93317200,-25.68337000
DES2200-2958,330.21147500,-29.96670400
DES2305-3040,346.38681500,-30.68059300
DES0920-6539,140.18367100,-65.66114800
DES2209-3457,332.49351300,-34.96392600
DES2224-3123,336.05183400,-31.39448100
DES1832-4706,278.14622900,-47.10003700
DES0144-7248,26.05184800,-72.80003700
DES0736-6539,114.20095000,-65.66114800
DES0757-6205,119.37868100,-62.09170400
DES2051-1124,312.87011700,-11.40559300
DES0659-3540,104.82910000,-35.67781500
DES2120-3249,320.02392700,-32.82225900
DES2142-3040,325.63484600,-30.68059300
DES1339-7413,204.85346300,-74.22781500
DES1504-7205,226.00488700,-72.08614800
DES1559-7205,239.93047300,-72.08614800
DES1913-5748,288.40006200,-57.80837000
DES2052-8030,313.03057300,-80.50281500
DES2028-6748,307.12355600,-67.80281500
DES1035-7455,158.94983800,-74.92503700
DES0723-4331,110.94830300,-43.53059300
DES2133-0750,323.28143900,-7.83614800
DES2248-0833,342.13784000,-8.55003700
DES0121+1417,20.34774800,14.29440700
DES0301+1252,45.34510500,12.86663000
DES0448-0041,72.06722200,-0.69725900
DES2324-0541,351.04753900,-5.69448100
DES2351+0335,357.97361700,3.58607400
DES0453-0041,73.49510500,-0.69725900
DES0106-0750,16.60716700,-7.83614800
DES2215+0543,333.83265900,5.72774100
DES2341-0958,355.45863800,-9.97781500
DES2345-0707,356.29677300,-7.12225900
DES0414-0250,63.67138300,-2.83892600
DES2045-0333,311.47847700,-3.55281500
DES0052-1250,13.11195500,-12.83337000
DES0358+1543,59.61904200,15.72218500
DES2342+0209,355.72675200,2.15829600
DES0048-0958,12.13024000,-9.97781500
DES2337-0833,354.41034100,-8.55003700
DES2350-0707,357.73565400,-7.12225900
DES0153+1043,28.34667800,10.72496300
DES0227+0500,36.82731500,5.01385200
DES2037-0624,309.48215800,-6.40837000
DES0221+1334,35.44537800,13.58051900
DES0423+0252,65.82005700,2.87218500
DES2231-0333,337.94322700,-3.55281500
DES0003-1332,0.91544600,-13.54725900
DES0016-1415,4.12721200,-14.26114800
DES0202+1252,30.69959200,12.86663000
DES0338+0709,54.58159500,7.15551900
DES0356+0752,59.13519000,7.86940700
DES2328-0250,352.19477400,-2.83892600
DES0207+1043,31.97958300,10.72496300
DES0411+0252,62.96091000,2.87218500
DES2020+0500,305.09854100,5.01385200
DES2202+0209,330.72290200,2.15829600
DES0351-0207,57.87606900,-2.12503700
DES0351+0252,57.95740200,2.87218500
DES2220+0500,335.19704500,5.01385200
DES2254+0209,343.58202500,2.15829600
DES2009-0541,302.26234900,-5.69448100
DES0015-1332,3.85272500,-13.54725900
DES0018-1832,4.60537300,-18.54448100
DES0231+1043,37.79223100,10.72496300
DES0322+0543,50.60205700,5.72774100
DES0521-0707,80.47127000,-7.12225900
DES0007+0543,1.81402900,5.72774100
DES0442+0543,70.69124500,5.72774100
DES0337-0250,54.37942400,-2.83892600
DES0451+0209,72.88148800,2.15829600
DES0419-0750,64.88856900,-7.83614800
DES0551-0541,87.90048900,-5.69448100
DES0033-1707,8.37182400,-17.11670400
DES0407+0709,61.77652100,7.15551900
DES0412+1209,63.24161500,12.15274100
DES2201+0709,330.40096500,7.15551900
DES2234-0333,338.65849100,-3.55281500
DES2151-0915,327.80261000,-9.26392600
DES0028+2500,7.16176400,25.00274100
DES0510-0458,77.66701000,-4.98059300
DES0258+0418,44.57867200,4.29996300
DES0348+0043,57.07547500,0.73051900
DES2048-0124,312.13352100,-1.41114800
DES0431-0750,67.77104100,-7.83614800
DES0235+1000,38.96248200,10.01107400
DES2150+0709,327.52299400,7.15551900
DES2237-0333,339.37375400,-3.55281500
DES0011+2208,2.86630000,22.14718500
DES0251+1043,42.87829800,10.72496300
DES0000-1958,0.07196200,-19.97225900
DES0121-1250,20.43374000,-12.83337000
DES0411-1250,62.90009200,-12.83337000
DES2118+1252,319.66885200,12.86663000
DES2044-0958,311.24265000,-9.97781500
DES2138-0541,324.50265600,-5.69448100
DES0008+2751,2.20681000,27.85829600
DES0508-0124,77.10197500,-1.41114800
DES0222+1834,35.50133700,18.57774100
DES0251+1709,42.75555300,17.14996300
DES0352+0917,58.23159100,9.29718500
DES0458-0416,74.63968700,-4.26670400
DES0026-0750,6.51851600,-7.83614800
DES0038+1126,9.68636700,11.43885200
DES0439-0124,69.96092000,-1.41114800
DES0325-0833,51.44137800,-8.55003700
DES0026+1751,6.50618300,17.86385200
DES2113-0833,318.31474800,-8.55003700
DES2133-0915,323.46267300,-9.26392600
DES2138-0707,324.64140700,-7.12225900
DES0246+1126,41.73404800,11.43885200
DES2300-0416,345.15557800,-4.26670400
DES2224+1834,336.00382100,18.57774100
DES2311-0750,347.78244900,-7.83614800
DES2323-0833,350.80078200,-8.55003700
DES2220+0209,335.00927600,2.15829600
DES2022-0207,305.71838400,-2.12503700
DES0112-1250,18.23720400,-12.83337000
DES0358-0416,59.60635700,-4.26670400
DES2156-0750,329.04638300,-7.83614800
DES0337-0624,54.36527800,-6.40837000
DES0053+1126,13.32814900,11.43885200
DES0223+2000,35.79734800,20.00551900
DES0236+1209,39.14323000,12.15274100
DES0309+0335,47.32859100,3.58607400
DES0343-1041,55.94125000,-10.69170400
DES2240-0458,340.21014500,-4.98059300
DES0259-0541,44.85473300,-5.69448100
DES2023-0416,305.78257000,-4.26670400
DES0459-0750,74.97722000,-7.83614800
DES0434-1832,68.60918400,-18.54448100
DES2205-0833,331.30916200,-8.55003700
DES0445+0752,71.38667800,7.86940700
DES0303+0626,45.75331300,6.44163000
DES0334-0624,53.64690000,-6.40837000
DES2017-0541,304.41463700,-5.69448100
DES0621-0624,95.31279700,-6.40837000
DES0233+1917,38.28658900,19.29163000
DES0325+0001,51.35282100,0.01663000
DES2213+0709,333.27893500,7.15551900
DES0612-0333,93.10065500,-3.55281500
DES2331-0333,352.96376100,-3.55281500
DES0007+2625,1.89686300,26.43051900
DES2203+0543,330.96277500,5.72774100
DES0316-0458,49.00322600,-4.98059300
DES2218+0626,334.62927800,6.44163000
DES2215-0458,333.76079400,-4.98059300
DES2317-0416,349.45081500,-4.26670400
DES2340-0833,355.13225300,-8.55003700
DES0320+0626,50.06386100,6.44163000
DES0351-0624,57.95716500,-6.40837000
DES0400-0833,60.10432000,-8.55003700
DES0150+0543,27.64298500,5.72774100
DES2203+0500,330.89725900,5.01385200
DES0224+1500,36.21259800,15.00829600
DES0408+0043,62.07310300,0.73051900
DES2231-0833,337.80636900,-8.55003700
DES2255-0958,343.86100200,-9.97781500
DES2257-0833,344.30357500,-8.55003700
DES0503-1124,75.94787900,-11.40559300
