TILENAME,RA_CENT,DEC_CENT
DES0232-7248,38.12268800,-72.80003700
DES0258-7122,44.62792700,-71.37225900
DES2229-6622,337.34864700,-66.37503700
DES1820-7205,275.00011900,-72.08614800
DES2220-1958,335.00612800,-19.97225900
DES2237-1250,339.43174400,-12.83337000
DES2334-1332,353.57224900,-13.54725900
DES0002-2332,0.65706400,-23.54170400
DES0626-2041,96.61432400,-20.68614800
DES2115-3206,318.82562300,-32.10837000
DES2220-3457,335.10685300,-34.96392600
DES2352-3832,358.04796400,-38.53337000
DES1953-4540,298.49795300,-45.67225900
DES0733-5748,113.31995900,-57.80837000
DES1722-5705,260.60660700,-57.09448100
DES0444-7824,71.18177300,-78.41114800
DES0445-7413,71.46963000,-74.22781500
DES0643-6248,100.88762000,-62.80559300
DES1924-6039,291.02837700,-60.66392600
DES1949-6122,297.35416800,-61.37781500
DES0602-2832,90.52789700,-28.53892600
DES0622-2332,95.65849200,-23.54170400
DES1938-3332,294.69854400,-33.53614800
DES0727-5748,111.97996000,-57.80837000
DES1926-5248,291.53498100,-52.81114800
DES1933-5414,293.32347900,-54.23892600
DES0333-6831,53.39955700,-68.51670400
DES0815-7205,123.88391800,-72.08614800
DES1808-7742,272.14082200,-77.71392600
DES0638-2332,99.55199300,-23.54170400
DES2025-2124,306.43687000,-21.40003700
DES2029-2541,307.47822900,-25.68337000
DES0648-3832,102.08601300,-38.53337000
DES1909-4540,287.25982600,-45.67225900
DES0829-6956,127.33622800,-69.94448100
DES1826-6414,276.64231300,-64.23337000
DES0845-7742,131.25047400,-77.71392600
DES0646-3415,101.54966000,-34.25003700
DES0650-3040,102.59784200,-30.68059300
DES1956-3706,299.16855400,-37.10559300
DES2338-3040,354.68760300,-30.68059300
DES1800-4748,270.06235300,-47.81392600
DES0554-7742,88.65571700,-77.71392600
DES2213-1207,333.41305500,-12.11948100
DES0034-2124,8.54378000,-21.40003700
DES2223-2706,335.95281700,-27.11114800
DES1845-5622,281.44689800,-56.38059300
DES1927-5331,291.81236600,-53.52503700
DES0433-7619,68.29514400,-76.31948100
DES0715-6456,108.87576300,-64.94725900
DES1730-6205,262.74874500,-62.09170400
DES2054-6705,313.50912900,-67.08892600
DES2359-1624,359.83617800,-16.40281500
DES2020-2249,305.20771800,-22.82781500
DES2337-2332,354.42746300,-23.54170400
DES0659-5123,104.88027700,-51.38337000
DES0821-5748,125.37995300,-57.80837000
DES2055-6831,313.98586300,-68.51670400
DES1918-8746,289.50714300,-87.77225900
DES1944-8628,296.07051400,-86.47781500
DES2210-1207,332.68289200,-12.11948100
DES0706-3749,106.58815400,-37.81948100
DES1958-3249,299.63575300,-32.82225900
DES2111-3832,317.89292700,-38.53337000
DES1805-4914,271.46888300,-49.24170400
DES1928-6248,292.18296200,-62.80559300
DES2153-6622,328.44171100,-66.37503700
DES1726-8432,261.65965600,-84.53614800
DES2150-1207,327.57175300,-12.11948100
DES0652-2915,103.19448800,-29.25281500
DES0625-3415,96.36772600,-34.25003700
DES2152-3457,328.13794800,-34.96392600
DES0708-4040,107.02236400,-40.67503700
DES0842-6039,130.65359300,-60.66392600
DES1835-7948,278.93955300,-79.80559300
DES2025-7122,306.28958600,-71.37225900
DES2242-1124,340.54440700,-11.40559300
DES2318-1250,349.68224300,-12.83337000
DES2341-1415,355.28815300,-14.26114800
DES1958-2206,299.65841800,-22.11392600
DES2314-2415,348.60311200,-24.25559300
DES2319-2832,349.76190600,-28.53892600
DES1932-3749,293.07439600,-37.81948100
DES2051-3914,312.79519600,-39.24725900
DES2258-3457,344.68909700,-34.96392600
DES1829-5123,277.28777200,-51.38337000
DES1816-7455,274.22277200,-74.92503700
DES1855-7619,283.84409600,-76.31948100
DES2305-2541,346.29362400,-25.68337000
DES0631-3540,97.79839400,-35.67781500
DES2336-2749,354.10779700,-27.82503700
DES1909-3623,287.41581100,-36.39170400
DES2024-3832,306.02893900,-38.53337000
DES2310-3706,347.50557000,-37.10559300
DES0702-4457,105.67420500,-44.95837000
DES0341-6831,55.34884500,-68.51670400
DES1730-6748,262.68930200,-67.80281500
DES1756-6456,269.03393000,-64.94725900
DES2350-6913,357.54029800,-69.23059300
DES1604-7824,241.24617100,-78.41114800
DES0812-8511,123.11615500,-85.18337000
DES0028-7906,7.24848000,-79.10837000
DES0026-6831,6.61664200,-68.51670400
DES0150-6913,27.73793100,-69.23059300
DES0409-7619,62.39918300,-76.31948100
DES0911-6748,137.97469600,-67.80281500
DES1713-6956,258.48500800,-69.94448100
DES0935-7906,143.77594400,-79.10837000
DES2201-2206,330.48139100,-22.11392600
DES2355-2206,358.99264200,-22.11392600
DES0728-3832,112.12477200,-38.53337000
DES1938-4914,294.68238400,-49.24170400
DES0110-6913,17.67205300,-69.23059300
DES0659-2458,104.78597700,-24.96948100
DES2242-2041,340.62536900,-20.68614800
DES2351-2249,357.87751500,-22.82781500
DES1840-3332,280.13878300,-33.53614800
DES1901-3415,285.36391200,-34.25003700
DES2146-3914,326.62268900,-39.24725900
DES2301-3749,345.49001000,-37.81948100
DES0718-4623,109.56669700,-46.38614800
DES0037-6748,9.48085900,-67.80281500
DES0423-7330,65.93710100,-73.51392600
DES2028-7455,307.16933100,-74.92503700
DES1919-2958,289.83296400,-29.96670400
DES2350-2458,357.68685900,-24.96948100
DES0652-3540,103.07142300,-35.67781500
DES1848-3623,282.09476800,-36.39170400
DES2149-3749,327.41566000,-37.81948100
DES2309-3457,347.30243700,-34.96392600
DES0658-4957,104.73969600,-49.95559300
DES0754-5831,118.70745800,-58.52225900
DES0848-6248,132.12922300,-62.80559300
DES1649-6705,252.41258700,-67.08892600
DES1936-6331,294.21241800,-63.51948100
DES1307-7742,196.78086800,-77.71392600
DES2237-8153,339.30631400,-81.89725900
DES2330-1458,352.59355100,-14.97503700
DES2102-2832,315.63149000,-28.53892600
DES1938-3249,294.53871000,-32.82225900
DES2105-3540,316.30544100,-35.67781500
DES0639-4748,99.97262900,-47.81392600
DES0659-4706,104.81925100,-47.10003700
DES0743-4748,115.91854000,-47.81392600
DES1831-5957,277.85132000,-59.95003700
DES0002-7330,0.53108000,-73.51392600
DES1456-7248,224.01361800,-72.80003700
DES1736-7039,264.18420000,-70.65837000
DES0621-2206,95.31443400,-22.11392600
DES2204-3415,331.13766000,-34.25003700
DES1933-4249,293.49124800,-42.81670400
DES0731-5414,112.89295600,-54.23892600
DES0256-8707,44.03957300,-87.12503700
DES0428-7701,67.06431000,-77.01670400
DES0806-6331,121.53269200,-63.51948100
DES1601-8030,240.37100700,-80.50281500
DES1856-3832,284.12619200,-38.53337000
DES2146-3749,326.51194300,-37.81948100
DES2232-3415,338.04690500,-34.25003700
DES0727-4123,111.97053500,-41.38892600
DES1910-4706,287.58475200,-47.10003700
DES1942-4040,295.70833700,-40.67503700
DES0224-6622,36.13442900,-66.37503700
DES0323-7413,50.94904000,-74.22781500
DES1628-6913,247.17406000,-69.23059300
DES2323-1207,350.93696000,-12.11948100
DES2313-2041,348.25622100,-20.68614800
DES0619-4040,94.78564700,-40.67503700
DES0632-4331,98.14766400,-43.53059300
DES1806-8235,271.52253800,-82.59448100
DES0710-4249,107.69779600,-42.81670400
DES0741-4706,115.30650000,-47.10003700
DES0802-5248,120.50551000,-52.81114800
DES1749-5748,267.41987400,-57.80837000
DES1855-6622,283.90702800,-66.37503700
DES2142-7537,325.54095300,-75.62225900
DES2345-1707,356.42023600,-17.11670400
DES0001-2832,0.32608300,-28.53892600
DES2316-2041,349.01930600,-20.68614800
DES2111-3206,317.98282400,-32.10837000
DES2237-3123,339.39713800,-31.39448100
DES0137-8353,24.43430500,-83.88892600
DES0205-7039,31.39480700,-70.65837000
DES1722-6122,260.74337000,-61.37781500
DES0656-7948,104.08884000,-79.80559300
DES0935-7330,143.92120300,-73.51392600
DES0007-2623,1.87175600,-26.39725900
DES2057-2206,314.29933000,-22.11392600
DES2113-3749,318.37848600,-37.81948100
DES2344-3457,356.01356800,-34.96392600
DES0714-4623,108.53176800,-46.38614800
DES0726-4457,111.72735300,-44.95837000
DES1946-4331,296.66267100,-43.53059300
DES0013-7742,3.46620400,-77.71392600
DES0206-6956,31.57680100,-69.94448100
DES0638-2541,99.57120600,-25.68337000
DES2128-2458,322.24965100,-24.96948100
DES1018-6913,154.56798700,-69.23059300
DES2011-7205,302.85129200,-72.08614800
DES2052-2041,313.15430100,-20.68614800
DES2232-2915,338.00427000,-29.25281500
DES2338-2832,354.63768000,-28.53892600
DES2100-3123,315.14368600,-31.39448100
DES0000-8353,0.11564700,-83.88892600
DES0752-6622,118.07824500,-66.37503700
DES0919-6956,139.82658800,-69.94448100
DES0010-6456,2.66560900,-64.94725900
DES1537-6748,234.34507300,-67.80281500
DES1857-7205,284.28384300,-72.08614800
DES2226-1332,336.68289500,-13.54725900
DES0635-3415,98.95869300,-34.25003700
DES0738-4957,114.72599300,-49.95559300
DES0110-6705,17.69085300,-67.08892600
DES0507-6456,76.84412900,-64.94725900
DES0847-7122,131.79145600,-71.37225900
DES2133-3540,323.33614700,-35.67781500
DES2328-3332,352.08113200,-33.53614800
DES0805-5414,121.44388400,-54.23892600
DES0820-5622,125.16678800,-56.38059300
DES1834-5331,278.60269800,-53.52503700
DES0009-6622,2.28807000,-66.37503700
DES1646-6414,251.65705300,-64.23337000
DES2006-6248,301.55544300,-62.80559300
DES1407-7330,211.84284000,-73.51392600
DES1346-8030,206.56625000,-80.50281500
DES1429-8314,217.48729200,-83.24170400
DES0611-2124,92.88649800,-21.40003700
DES1934-2832,293.69050800,-28.53892600
DES1753-4706,268.42032700,-47.10003700
DES0822-5914,125.74675300,-59.23614800
DES1721-6039,260.33712700,-60.66392600
DES1644-6539,251.04328000,-65.66114800
DES1536-8112,234.02033100,-81.20003700
DES1942-2041,295.60334000,-20.68614800
DES0018-2332,4.55056600,-23.54170400
DES2017-2249,304.43316200,-22.82781500
DES2125-3206,321.35402200,-32.10837000
DES2205-3206,331.46761800,-32.10837000
DES1925-4206,291.35724300,-42.10281500
DES0636-5123,99.16099400,-51.38337000
DES0419-6956,64.88442700,-69.94448100
DES0555-6205,88.87441200,-62.09170400
DES0643-8030,100.92638400,-80.50281500
DES2333-1458,353.33253600,-14.97503700
DES2007-2832,301.81679800,-28.53892600
DES2309-2458,347.44944300,-24.96948100
DES1838-8112,279.55766900,-81.20003700
DES1741-5914,265.31409200,-59.23614800
DES1928-5414,292.10191800,-54.23892600
DES0814-6414,123.56318200,-64.23337000
DES1727-6039,261.79424500,-60.66392600
DES2151-7701,327.75711200,-77.01670400
DES2244-2749,341.19224500,-27.82503700
DES2054-3540,313.66892600,-35.67781500
DES1929-4914,292.49545900,-49.24170400
DES1959-6039,299.77108700,-60.66392600
DES0635-7824,98.94738900,-78.41114800
DES0955-7330,148.95243500,-73.51392600
DES2341-7455,355.42311700,-74.92503700
DES1725-8030,261.49898000,-80.50281500
DES2016-2458,304.13730000,-24.96948100
DES2238-2623,339.55608600,-26.39725900
DES2306-2958,346.69249900,-29.96670400
DES0654-5123,103.73642100,-51.38337000
DES1942-5123,295.58948000,-51.38337000
DES1946-5331,296.61588200,-53.52503700
DES0222-7455,35.63460600,-74.92503700
DES0223-8314,35.99510300,-83.24170400
DES0803-6205,120.90389400,-62.09170400
DES2058-2541,314.60758700,-25.68337000
DES0322-7619,50.60726000,-76.31948100
DES0806-6831,121.62464100,-68.51670400
DES1459-7906,224.95443700,-79.10837000
DES0609-2249,92.37332800,-22.82781500
DES1948-2541,297.18026700,-25.68337000
DES2123-2915,320.82129800,-29.25281500
DES0242-7413,40.68874600,-74.22781500
DES1543-6705,235.90871500,-67.08892600
DES1938-7537,294.65490500,-75.62225900
DES1854-2541,283.71370100,-25.68337000
DES0706-5205,106.74215500,-52.09725900
DES0746-5040,116.62111900,-50.66948100
DES1858-5331,284.60709300,-53.52503700
DES0822-6831,125.52321800,-68.51670400
DES1630-6539,247.57891700,-65.66114800
DES1752-6122,268.19473400,-61.37781500
DES1842-6748,280.66894300,-67.80281500
DES2018-3457,304.61789200,-34.96392600
DES2308-3040,347.21689400,-30.68059300
DES0739-4331,114.88696200,-43.53059300
DES0830-5457,127.58118400,-54.95281500
DES2342-6705,355.68569000,-67.08892600
DES1603-7701,240.85190800,-77.01670400
DES0647-2541,101.94765800,-25.68337000
DES2053-3457,313.32902400,-34.96392600
DES1905-4623,286.38427200,-46.38614800
DES2050-4040,312.65148200,-40.67503700
DES0641-4414,100.35595300,-44.24448100
DES2105-4040,316.41662600,-40.67503700
DES0723-5622,110.98375800,-56.38059300
DES0831-6331,127.93680300,-63.51948100
DES0949-6748,147.42277200,-67.80281500
DES1849-6122,282.45144000,-61.37781500
DES2358+2625,359.50520700,26.43051900
DES0737-7906,114.25649200,-79.10837000
DES2207-1707,331.77008400,-17.11670400
DES2226-1541,336.54575000,-15.68892600
DES0833-7039,128.39038700,-70.65837000
DES2301-3832,345.27136100,-38.53337000
DES1859-4914,284.84122000,-49.24170400
DES2000-4206,300.01693400,-42.10281500
DES0639-5540,99.79894100,-55.66670400
DES1842-5123,280.71934300,-51.38337000
DES1905-5040,286.26380400,-50.66948100
DES0123-6748,20.81855100,-67.80281500
DES2138-7039,324.57562900,-70.65837000
DES0422-7742,65.72007900,-77.71392600
DES2000+0543,300.11152200,5.72774100
DES0950-7742,147.63307200,-77.71392600
DES2200-1041,330.21412100,-10.69170400
DES2308-1124,347.09884400,-11.40559300
DES2019-2124,304.90336600,-21.40003700
DES2101-2041,315.44355600,-20.68614800
DES1901-6539,285.39317700,-65.66114800
DES2340-2206,355.13977000,-22.11392600
DES2159-3832,329.75691500,-38.53337000
DES2223-3332,335.80845800,-33.53614800
DES0705-4123,106.26124600,-41.38892600
DES0716-4706,109.01415100,-47.10003700
DES0733-7039,113.30218600,-70.65837000
DES0732-4706,113.20905000,-47.10003700
DES0119-8112,19.82112600,-81.20003700
DES1557-7619,239.27801700,-76.31948100
DES2214-1541,333.57969200,-15.68892600
DES2031-2124,307.97037400,-21.40003700
DES0612-3706,93.13090200,-37.10559300
DES0637-3249,99.34311700,-32.82225900
DES0651-3832,102.99862700,-38.53337000
DES1942-4623,295.69863200,-46.38614800
DES1951-8112,297.78738800,-81.20003700
DES2350-7619,357.54361000,-76.31948100
DES0148-6622,27.22749200,-66.37503700
DES1530-6831,232.73406400,-68.51670400
DES1851-7948,282.87889900,-79.80559300
DES2018-2332,304.59064800,-23.54170400
DES2218-2915,334.73132300,-29.25281500
DES2304-2749,346.03557700,-27.82503700
DES2009-3623,302.49209800,-36.39170400
DES2257-3123,344.41509300,-31.39448100
DES1734-5205,263.62205100,-52.09725900
DES1814-5914,273.68813200,-59.23614800
DES2108-2124,317.17139800,-21.40003700
DES2220-3832,335.23260200,-38.53337000
DES1954-5457,298.62018800,-54.95281500
DES0250-7205,42.65133000,-72.08614800
DES0343-7742,55.89052000,-77.71392600
DES0742-6456,115.61926500,-64.94725900
DES2006-6622,301.72090100,-66.37503700
DES1554-8112,238.57776100,-81.20003700
DES1705-8153,256.31701200,-81.89725900
DES0606-2915,91.73917400,-29.25281500
DES2122-3540,320.69963200,-35.67781500
DES2225-3040,336.42587000,-30.68059300
DES0841-6913,130.40988100,-69.23059300
DES1532-7413,233.06927300,-74.22781500
DES1445-7205,221.36302400,-72.08614800
DES2244-2332,341.18955900,-23.54170400
DES2014-3706,303.64420400,-37.10559300
DES2159-3332,329.81326200,-33.53614800
DES2311-3123,347.76039700,-31.39448100
DES1828-4706,277.09750400,-47.10003700
DES2133-6913,323.31631500,-69.23059300
DES1348-7537,207.01369400,-75.62225900
DES1840-7413,280.13028100,-74.22781500
DES0658-8628,104.62986800,-86.47781500
DES2248-1832,342.01579300,-18.54448100
DES2215-2041,333.75760200,-20.68614800
DES0612-3749,93.03239200,-37.81948100
DES2341-3415,355.32001700,-34.25003700
DES1755-4957,268.95879900,-49.95559300
DES2010-4748,302.63963400,-47.81392600
DES0702-5705,105.54359700,-57.09448100
DES0637-5414,99.45578500,-54.23892600
DES0047-7039,11.99569100,-70.65837000
DES2153-1207,328.30191600,-12.11948100
DES0641-3623,100.34969300,-36.39170400
DES1926-3040,291.60161700,-30.68059300
DES2007-3415,301.77336800,-34.25003700
DES0801-4957,120.27393600,-49.95559300
DES1911-4831,287.93562000,-48.52781500
DES1836-6913,279.02645400,-69.23059300
DES0753-7122,118.38168200,-71.37225900
DES1135-7742,173.84523000,-77.71392600
DES0011-2749,2.98723900,-27.82503700
DES2136-2124,324.07216600,-21.40003700
DES2201-2332,330.28775600,-23.54170400
DES2235-2458,338.78701500,-24.96948100
DES2240-3540,340.03407300,-35.67781500
DES1820-6205,275.00007800,-62.09170400
DES1909-7701,287.41356300,-77.01670400
DES0128-7906,22.00820600,-79.10837000
DES0703-6039,105.88258100,-60.66392600
DES1957-6205,299.40349300,-62.09170400
DES0817-7619,124.30677500,-76.31948100
DES1956-7455,299.12703300,-74.92503700
DES0811-8153,122.75828300,-81.89725900
DES1820-8314,275.00031000,-83.24170400
DES1856-8112,284.11509900,-81.20003700
DES2151-1332,327.87105800,-13.54725900
DES0621-2249,95.47155100,-22.82781500
DES2124-2958,321.14691100,-29.96670400
DES2122-3957,320.63793900,-39.96114800
DES0739-5622,114.85185700,-56.38059300
DES1917-5957,289.25630800,-59.95003700
DES0743-6539,115.93313100,-65.66114800
DES2313-6705,348.35063600,-67.08892600
DES0020-2415,5.04635100,-24.25559300
DES2133-2541,323.32124700,-25.68337000
DES1859-3040,284.96098700,-30.68059300
DES1908-3415,287.09122300,-34.25003700
DES1924-3249,291.14068100,-32.82225900
DES1931-3706,292.90264500,-37.10559300
DES2255-3957,343.92257700,-39.96114800
DES0815-5414,123.88700600,-54.23892600
DES1743-5705,265.86298000,-57.09448100
DES0032-7701,8.10066100,-77.01670400
DES2311-1415,347.92227100,-14.26114800
DES1942-2623,295.72173400,-26.39725900
DES2254-2458,343.51197600,-24.96948100
DES2050-3123,312.63470900,-31.39448100
DES0727-4914,111.82333500,-49.24170400
DES0745-4706,116.35522500,-47.10003700
DES0253-7824,43.41615700,-78.41114800
DES2026-8628,306.60547400,-86.47781500
DES1848-2706,282.21813300,-27.11114800
DES2030-2832,307.50520000,-28.53892600
DES1958-3832,299.64063800,-38.53337000
DES1903-4331,285.83136000,-43.53059300
DES0721-5414,110.44983400,-54.23892600
DES0739-5205,114.87666800,-52.09725900
DES1804-5705,271.11935300,-57.09448100
DES1906-5622,286.60436400,-56.38059300
DES0106-7742,16.57228300,-77.71392600
DES0651-6122,102.77445100,-61.37781500
DES0746-6248,116.50842200,-62.80559300
DES1853-6956,283.32701400,-69.94448100
DES1028-7701,157.06145900,-77.01670400
DES2342-3249,355.70323200,-32.82225900
DES0734-4957,113.61640500,-49.95559300
DES1644-6331,251.21595800,-63.51948100
DES1906-7205,286.60477500,-72.08614800
DES0406-7039,61.57121000,-70.65837000
DES0028-2124,7.01027600,-21.40003700
DES1846-2832,281.50107400,-28.53892600
DES2333-2541,353.42298200,-25.68337000
DES1011-6831,152.81325100,-68.51670400
DES1849-4748,282.44147900,-47.81392600
DES0505-7701,76.37436000,-77.01670400
DES1655-6248,253.97147600,-62.80559300
DES2136-6748,324.13009300,-67.80281500
DES2319-1915,349.86436800,-19.25837000
DES2357-1124,359.47944700,-11.40559300
DES2145-2124,326.37242200,-21.40003700
DES0623-3706,95.81629200,-37.10559300
DES0633-3749,98.45469700,-37.81948100
DES2132-3040,323.14461000,-30.68059300
DES0719-4331,109.96363900,-43.53059300
DES1801-8112,270.47977000,-81.20003700
DES1118-7455,169.67290200,-74.92503700
DES1011-8432,152.90380600,-84.53614800
DES0124-7619,21.12745500,-76.31948100
DES0119-7742,19.84880300,-77.71392600
DES2348-1958,357.03367900,-19.97225900
DES2334-2706,353.59704100,-27.11114800
DES1221-8030,185.43827700,-80.50281500
DES0624-3540,96.04071700,-35.67781500
DES1005-8314,151.49013200,-83.24170400
DES2359-8511,359.78832100,-85.18337000
DES0658-7039,104.68035700,-70.65837000
DES1710-7948,257.72335500,-79.80559300
DES0605-2958,91.34700600,-29.96670400
DES2051-2206,312.75818200,-22.11392600
DES2200-2458,330.12458600,-24.96948100
DES0016+0709,4.21711500,7.15551900
DES0136+0917,24.23218200,9.29718500
DES0232+0752,38.23559300,7.86940700
DES0001+2417,0.37067600,24.28885200
DES0124+1043,21.08086800,10.72496300
DES0052+0500,13.17849100,5.01385200
DES0108+0709,17.16798200,7.15551900
DES0124+0835,21.13038100,8.58329600
DES0013+2625,3.49130000,26.43051900
DES0034+0752,8.68788700,7.86940700
DES0021+0500,5.29554900,5.01385200
DES0229+1751,37.25824800,17.86385200
DES0239+1709,39.76711900,17.14996300
DES0004+2417,1.15389300,24.28885200
DES0218+1834,34.74820400,18.57774100
DES0007+2251,1.77155800,22.86107400
DES0230+0835,37.73580900,8.58329600
DES0030+2000,7.68728200,20.00551900
DES0104+0543,16.16344900,5.72774100
DES0117+0709,19.32645900,7.15551900
DES0125+0709,21.48493700,7.15551900
DES0149+0752,27.42545600,7.86940700
DES0156+0543,29.07792700,5.72774100
DES0134+0709,23.64341500,7.15551900
DES0323+0917,50.99767400,9.29718500
DES2128+1000,322.12026500,10.01107400
DES2337+0126,354.26689200,1.44440700
DES0052+0752,13.01194100,7.86940700
DES0353-0458,58.31895600,-4.98059300
DES0336+0543,54.18941200,5.72774100
DES2200+0209,330.00850600,2.15829600
DES0423-0333,65.92064100,-3.55281500
DES2006-0833,301.71077600,-8.55003700
DES0111-0958,17.92905800,-9.97781500
DES0600-0915,90.04418400,-9.26392600
DES0339-0750,54.79991800,-7.83614800
DES2222-0207,335.72235100,-2.12503700
DES0424-0707,66.08246700,-7.12225900
DES0030+0626,7.67681000,6.44163000
DES0338+0500,54.74309100,5.01385200
DES2232+1751,338.00426900,17.86385200
DES0323-0250,50.80559300,-2.83892600
DES0328-0624,52.21014500,-6.40837000
DES2245-0124,341.41184400,-1.41114800
DES2254-0207,343.58053200,-2.12503700
DES0023+0835,5.96890300,8.58329600
DES2114-0250,318.60076800,-2.83892600
DES0304-0750,46.15250200,-7.83614800
DES0459-0915,74.85440200,-9.26392600
DES0423-0833,65.87961500,-8.55003700
DES0510-0915,77.74769400,-9.26392600
DES0528-0750,82.18339900,-7.83614800
DES0304+0500,46.14351900,5.01385200
DES0442+0043,70.64046600,0.73051900
DES0028+2751,7.05163000,27.85829600
DES0117+0752,19.49802300,7.86940700
DES2248-0124,342.12595000,-1.41114800
DES0340-0624,55.08365500,-6.40837000
DES0351-0541,57.76846000,-5.69448100
DES0411-0958,62.86989800,-9.97781500
DES2159+0126,329.98695400,1.44440700
DES2324+0626,351.15304400,6.44163000
DES0531-0915,82.81095500,-9.26392600
DES0338+0418,54.60132900,4.29996300
DES0428+0752,67.06262400,7.86940700
DES0432-0624,68.01445100,-6.40837000
DES0445-0541,71.39961600,-5.69448100
DES0259+1334,44.99287400,13.58051900
DES0356+0043,59.21731600,0.73051900
DES2320+0209,350.01158600,2.15829600
DES2102-0915,315.50612100,-9.26392600
DES0416+0001,64.20282100,0.01663000
DES0558-0958,89.68943100,-9.97781500
DES0232+1000,38.23755500,10.01107400
DES0312+0335,48.04388100,3.58607400
DES0322+0835,50.73136100,8.58329600
DES0346+0626,56.52968200,6.44163000
DES2145-0958,326.46454700,-9.97781500
DES0254+1709,43.50266100,17.14996300
DES0256+0543,44.14481800,5.72774100
DES0308+0626,47.19016300,6.44163000
DES0111+0709,17.88747400,7.15551900
DES0151+1126,27.89527700,11.43885200
DES2014-0624,303.73513800,-6.40837000
DES2105+0043,316.40895900,0.73051900
DES2331+0209,352.86916900,2.15829600
DES2221-0624,335.34375000,-6.40837000
DES2245-0833,341.41592800,-8.55003700
DES2237-0915,339.37577700,-9.26392600
DES2238-0707,339.74965000,-7.12225900
DES2204-0707,331.11636800,-7.12225900
DES0322-0041,50.64896900,-0.69725900
DES0435-0416,68.91270400,-4.26670400
DES0337+0335,54.48148600,3.58607400
DES0345-0041,56.36050300,-0.69725900
DES0403-0333,60.91379600,-3.55281500
DES0518-0333,79.51064800,-3.55281500
DES2218-0541,334.54666600,-5.69448100
DES2215-0624,333.90699400,-6.40837000
DES2225-0750,336.25256200,-7.83614800
DES2217-0915,334.31251600,-9.26392600
DES2239-0750,339.85565200,-7.83614800
DES2241-0541,340.28610000,-5.69448100
DES0216+2043,34.06751100,20.71940700
DES0519-1415,79.99579800,-14.26114800
DES0545-1250,86.32980400,-12.83337000
DES0339+0752,54.81113600,7.86940700
DES2207+0709,331.83995000,7.15551900
DES0055-1250,13.84413300,-12.83337000
DES0319+0126,49.96792500,1.44440700
DES2214+0209,333.58048500,2.15829600
DES0015+0500,3.86228700,5.01385200
DES0439-1207,69.79453500,-12.11948100
DES2127+0835,321.92842000,8.58329600
DES0433-1624,68.30043100,-16.40281500
DES0546-1415,86.62509200,-14.26114800
DES0632-1624,98.06749800,-16.40281500
DES0350+1500,57.64652600,15.00829600
DES2201+0626,330.31873100,6.44163000
DES2311+0252,347.90829300,2.87218500
DES2347+2500,356.92157300,25.00274100
DES0106+0752,16.61532000,7.86940700
DES0546-1915,86.65865100,-19.25837000
DES0626-1707,96.51479100,-17.11670400
DES0248+1709,42.00844400,17.14996300
DES0302+0126,45.68323000,1.44440700
DES0456+0001,74.19726600,0.01663000
DES0421-1624,65.32372500,-16.40281500
DES0515-1332,78.75333700,-13.54725900
DES0522-1207,80.74697600,-12.11948100
DES0626-1250,96.58030200,-12.83337000
DES0631-1749,97.97805000,-17.83059300
DES0150+1043,27.62009700,10.72496300
DES0247+1751,41.75855100,17.86385200
DES0349+1543,57.39413500,15.72218500
DES0434+0543,68.53883200,5.72774100
DES0455+0335,73.79430200,3.58607400
DES2303+0252,345.76393300,2.87218500
DES2346+1543,356.57998900,15.72218500
DES0003-1958,0.83153300,-19.97225900
DES0007-1207,1.88940100,-12.11948100
DES0011-1250,2.86145600,-12.83337000
DES0621-1207,95.35023000,-12.11948100
DES0637-1749,99.47787000,-17.83059300
DES0000+0418,0.19262100,4.29996300
DES0010+2625,2.69408100,26.43051900
DES0404+0709,61.05702800,7.15551900
DES0525-1207,81.47713800,-12.11948100
DES0632-1707,98.00873900,-17.11670400
DES0634-1832,98.72862400,-18.54448100
DES0030+0917,7.59417300,9.29718500
DES0154+1126,28.62363300,11.43885200
DES0520-0207,80.02185400,-2.12503700
DES0451-1332,72.87878000,-13.54725900
DES0610-1832,92.70473600,-18.54448100
DES0627-1458,96.79055300,-14.97503700
DES0408+0252,62.24612300,2.87218500
DES0359-0458,59.75214500,-4.98059300
DES0404-0416,61.03810200,-4.26670400
DES0615-0333,93.81591800,-3.55281500
DES0233+2126,38.47528000,21.43329600
DES0033-1541,8.43087800,-15.68892600
DES0604-1915,91.19588300,-19.25837000
DES0054+1209,13.58433800,12.15274100
DES0242+1209,40.60373800,12.15274100
DES0415+0335,63.78024900,3.58607400
DES2125+1334,321.26867500,13.58051900
DES0522-1458,80.53286500,-14.97503700
DES0113+0917,18.44504800,9.29718500
DES2037-0333,309.33268600,-3.55281500
DES2051-0416,312.94129900,-4.26670400
DES2211-0333,332.93638300,-3.55281500
DES0449-1458,72.40402100,-14.97503700
DES0625-1332,96.37701100,-13.54725900
DES0022+2708,5.65421100,27.14440700
DES0117+1000,19.38946400,10.01107400
DES0307+0500,46.86015000,5.01385200
DES0520+0252,80.11579400,2.87218500
DES0555-1832,88.93980600,-18.54448100
DES1926-1958,291.71059500,-19.97225900
DES0333+0001,53.49448700,0.01663000
DES0516+0126,79.24667300,1.44440700
DES2210+0752,332.65409800,7.86940700
DES2356+1626,359.10641900,16.43607400
DES0525-0124,81.38660800,-1.41114800
DES0039-1707,9.86577300,-17.11670400
DES0507-1749,76.98057400,-17.83059300
