TILENAME,RA_CENT,DEC_CENT
DES0929-0707,142.34312200,-7.12225900
DES1723+1000,260.79001500,10.01107400
DES1548-2958,237.20407500,-29.96670400
DES1423-2706,215.75386800,-27.11114800
DES1430+0835,217.50761600,8.58329600
DES1044+1417,161.05692800,14.29440700
DES1606+1626,241.74960800,16.43607400
DES1700+0252,255.23856700,2.87218500
DES1316-1541,199.00013200,-15.68892600
DES0933+0752,143.45425500,7.86940700
DES1329-2206,202.42426700,-22.11392600
DES1236-5205,189.24935900,-52.09725900
DES0651+2543,102.79238200,25.71663000
DES1050-0833,162.61580400,-8.55003700
DES1113+0709,168.26142100,7.15551900
DES1055+1709,163.78709300,17.14996300
DES1349+0500,207.38550400,5.01385200
DES1203-1124,180.81887100,-11.40559300
DES1233-0541,188.34058600,-5.69448100
DES1500-3206,225.15030400,-32.10837000
DES1136-2749,174.11830400,-27.82503700
DES1106-4706,166.69401700,-47.10003700
DES0841-2249,130.32656400,-22.82781500
DES0843+1417,130.85234000,14.29440700
DES1646-1832,251.58478300,-18.54448100
DES1548-0124,237.06159700,-1.41114800
DES1005-2832,151.47506900,-28.53892600
DES1218-4540,184.71508800,-45.67225900
DES0910+2208,137.74871800,22.14718500
DES1028+0209,157.18018100,2.15829600
DES1333-2958,203.41797400,-29.96670400
DES1313+0543,198.40108400,5.72774100
DES1654+0835,253.60637200,8.58329600
DES1443-2249,220.94959800,-22.82781500
DES1011-3249,152.86207400,-32.82225900
DES1051-2541,162.94327900,-25.68337000
DES1307+1209,196.87811100,12.15274100
DES1417-4540,214.34287600,-45.67225900
DES1551-3123,237.82184200,-31.39448100
DES0947+2208,146.99779800,22.14718500
DES1137+2334,174.37300000,23.57496300
DES0938-1832,144.66077000,-18.54448100
DES1534+1334,233.73953500,13.58051900
DES0916-2206,139.23717100,-22.11392600
DES1645+0835,251.44044700,8.58329600
DES0957-2541,149.47671400,-25.68337000
DES1230-3123,187.64228800,-31.39448100
DES1723-0958,260.75456400,-9.97781500
DES1041+0543,160.37512100,5.72774100
DES1616-2832,244.11477100,-28.53892600
DES1126-3540,171.62080400,-35.67781500
DES1211-2332,182.87291700,-23.54170400
DES1521+0335,230.44269900,3.58607400
DES1626+2500,246.62470600,25.00274100
DES1212+2751,183.08010800,27.85829600
DES1638-1250,249.60560700,-12.83337000
DES0828-1624,127.09038800,-16.40281500
DES0834+2917,128.62947300,29.28607400
DES0910+0001,137.73338000,0.01663000
DES1438-2415,219.59147500,-24.25559300
DES1122-2041,170.63359200,-20.68614800
DES1458+0335,224.72038300,3.58607400
DES1332-2415,203.14823600,-24.25559300
DES1456-4331,224.18473100,-43.53059300
DES0928-0207,142.17292800,-2.12503700
DES1224-1458,186.20783900,-14.97503700
DES1454-0707,223.63985900,-7.12225900
DES1723-1124,260.92865600,-11.40559300
DES1401-0624,210.25320200,-6.40837000
DES1435-0915,218.79566400,-9.26392600
DES0751+0043,117.76096300,0.73051900
DES0825-0207,126.45656500,-2.12503700
DES0822+2043,125.65787500,20.71940700
DES1014+0126,153.51471700,1.44440700
DES0829+1751,127.26429300,17.86385200
DES1222+1500,185.51099400,15.00829600
DES1238+0335,189.67119800,3.58607400
DES1024+2417,156.23082800,24.28885200
DES1449-2541,222.35459800,-25.68337000
DES1240+2251,190.03476400,22.86107400
DES1639+0001,249.81394000,0.01663000
DES1016+1043,154.04519600,10.72496300
DES1415+1543,213.87931400,15.72218500
DES1627+0500,246.80021200,5.01385200
DES1348+0209,207.18788000,2.15829600
DES1114-0458,168.67452300,-4.98059300
DES1205-1624,181.41528500,-16.40281500
DES1220-1207,185.16024500,-12.11948100
DES1243-0624,190.85700900,-6.40837000
DES1333-2124,203.29878300,-21.40003700
DES1459-2206,224.77092300,-22.11392600
DES0845+2543,131.31780100,25.71663000
DES1431+0126,217.78514000,1.44440700
DES1214-2706,183.67345900,-27.11114800
DES1337-2623,204.30676000,-26.39725900
DES1506-4206,226.74892300,-42.10281500
DES1531-3123,232.80388700,-31.39448100
DES1103-0750,165.77508100,-7.83614800
DES1330-1707,202.58514000,-17.11670400
DES1204-0541,181.16629300,-5.69448100
DES1214-2332,183.65161700,-23.54170400
DES0742+1043,115.53640200,10.72496300
DES1529-0707,232.27314000,-7.12225900
DES1556-0958,239.00899700,-9.97781500
DES1035-2706,158.81114300,-27.11114800
DES1043-3332,160.80306900,-33.53614800
DES1110-4706,167.74274200,-47.10003700
DES1108-4331,167.07418500,-43.53059300
DES0854-1915,133.54338200,-19.25837000
DES1745+1209,266.25224900,12.15274100
DES1605-1124,241.26534500,-11.40559300
DES0715+1417,108.75142100,14.29440700
DES1235-4831,188.80284500,-48.52781500
DES1318-3540,199.74362700,-35.67781500
DES1329-3457,202.46738600,-34.96392600
DES0724+1043,111.17691500,10.72496300
DES1348-2332,207.01262300,-23.54170400
DES1502-1541,225.69465800,-15.68892600
DES1654-1624,253.60042200,-16.40281500
DES1512-0958,228.13621300,-9.97781500
DES0956-3914,149.14560200,-39.24725900
DES1601-3206,240.32069700,-32.10837000
DES0941-1832,145.41375600,-18.54448100
DES1127+0917,171.80408600,9.29718500
DES1427+0335,216.85219900,3.58607400
DES1052-2958,163.03946400,-29.96670400
DES0830+0917,127.67719300,9.29718500
DES1425+0543,216.33785900,5.72774100
DES1034-2332,158.73321000,-23.54170400
DES1154-0750,178.74620400,-7.83614800
DES0751+0126,117.80892700,1.44440700
DES0936+2834,144.23397500,28.57218500
DES1121-1624,170.25263500,-16.40281500
DES1632+0709,248.12509600,7.15551900
DES1122+1417,170.63399200,14.29440700
DES1411-4706,212.83791000,-47.10003700
DES1503-3415,225.91607000,-34.25003700
DES1509-2958,227.31546000,-29.96670400
DES1211-1207,182.96975700,-12.11948100
DES1246-1749,191.71678600,-17.83059300
DES1248-1832,192.09888800,-18.54448100
DES0756+1417,119.06518300,14.29440700
DES0842+0043,130.61200800,0.73051900
DES1201+1500,180.33728800,15.00829600
DES1215+2251,183.83679800,22.86107400
DES0820+1751,125.01414200,17.86385200
DES0853+1751,133.26469600,17.86385200
DES0937+0209,144.32105800,2.15829600
DES1246-0458,191.60555000,-4.98059300
DES0915+1917,138.88236400,19.29163000
DES1517+0209,229.33414700,2.15829600
DES0839+2751,129.78708300,27.85829600
DES1002-1332,150.71667100,-13.54725900
DES1009-0541,152.46912300,-5.69448100
DES1157-1124,179.36232900,-11.40559300
DES1317+2417,199.30775500,24.28885200
DES1038+0543,159.65765000,5.72774100
DES1217-1250,184.44172100,-12.83337000
DES1333-0333,203.25123800,-3.55281500
DES1525-1832,231.25416000,-18.54448100
DES1104+1334,166.17263700,13.58051900
DES1524+1000,231.06802500,10.01107400
DES1558+1626,239.51669500,16.43607400
DES1630-1458,247.54366300,-14.97503700
DES1637-2124,249.30390200,-21.40003700
DES1748-0624,267.00502700,-6.40837000
DES0940-2749,145.05831200,-27.82503700
DES1334-1332,203.58769100,-13.54725900
DES1354-1332,208.72792900,-13.54725900
DES1212-1124,183.00368300,-11.40559300
DES1037+0500,159.37122400,5.01385200
DES1053-1832,163.48542000,-18.54448100
DES1130+2625,172.50163200,26.43051900
DES1304-0333,196.09860200,-3.55281500
DES1419-2415,214.89340700,-24.25559300
DES1443-2041,220.99721700,-20.68614800
DES1033-1624,158.34580800,-16.40281500
DES1357-2415,209.41232700,-24.25559300
DES0820-0958,125.20719200,-9.97781500
DES0820-0250,125.14126600,-2.83892600
DES1247-2749,191.87718800,-27.82503700
DES1354-3623,208.54422400,-36.39170400
DES1433-4540,218.42946700,-45.67225900
DES0729+1417,112.43490800,14.29440700
DES0922+0917,140.69824400,9.29718500
DES1612+0252,243.08719100,2.87218500
DES1332-0624,203.06942700,-6.40837000
DES1720-1124,260.20038500,-11.40559300
DES1022-0416,155.53332100,-4.26670400
DES1549-2706,237.40814300,-27.11114800
DES0753-0041,118.47343500,-0.69725900
DES0846-2041,131.71624500,-20.68614800
DES0949+0709,147.39613600,7.15551900
DES1052-0915,163.09979900,-9.26392600
DES1137-3123,174.26107300,-31.39448100
DES1152-4831,178.02320800,-48.52781500
DES1153-3415,178.41501100,-34.25003700
DES0744+1417,116.11839400,14.29440700
DES0822-1749,125.72471600,-17.83059300
DES1213-4457,183.35626800,-44.95837000
DES1228-4748,187.14361200,-47.81392600
DES1250-3123,192.66024300,-31.39448100
DES1302-2623,195.53989000,-26.39725900
DES1308-2623,197.13386600,-26.39725900
DES1330-2623,202.71278400,-26.39725900
DES1429+0252,217.35486500,2.87218500
DES1417-3832,214.33759200,-38.53337000
DES1443-4206,220.97579600,-42.10281500
DES1453-3415,223.32510300,-34.25003700
DES0906-1041,136.58287300,-10.69170400
DES1518+0626,229.67001000,6.44163000
DES1642+1043,250.68047300,10.72496300
DES1555-0458,238.90079300,-4.98059300
DES1153-0915,178.28958000,-9.26392600
DES1302+1334,195.54954900,13.58051900
DES1348+0418,207.08889500,4.29996300
DES1345-1707,206.32001200,-17.11670400
DES1637-1832,249.32582400,-18.54448100
DES0846+0335,131.73275000,3.58607400
DES1241+1626,190.39261400,16.43607400
DES1212-0458,183.00641500,-4.98059300
DES0840+1043,130.06802200,10.72496300
DES1325+0709,201.35807900,7.15551900
DES1653+0626,253.37802100,6.44163000
DES1658+0709,254.60052900,7.15551900
DES0737+3000,114.48739000,29.99996300
DES0756+2334,119.07125800,23.57496300
DES1034+1709,158.55733500,17.14996300
DES1647-0041,251.98054200,-0.69725900
DES0837-1332,129.42139900,-13.54725900
DES1600-1915,240.16833500,-19.25837000
DES0832+0543,128.08892600,5.72774100
DES0853+0001,133.45004600,0.01663000
DES1228-2206,187.01278000,-22.11392600
DES0659+2000,104.93291500,20.00551900
DES0732+1417,113.17160500,14.29440700
DES0858+1000,134.65279000,10.01107400
DES1126+1000,171.62404600,10.01107400
DES1030-3206,157.72633400,-32.10837000
DES0828-1541,127.07321500,-15.68892600
DES0909+2417,137.43362400,24.28885200
DES1109-3706,167.42668700,-37.10559300
DES1120-2541,170.07263800,-25.68337000
DES1559-2415,239.94977100,-24.25559300
DES1541-3415,235.41628200,-34.25003700
DES0756+2500,119.01616500,25.00274100
DES1008+0001,152.01115800,0.01663000
DES1553-2415,238.38374900,-24.25559300
DES1158-4206,179.60171700,-42.10281500
DES1227-2706,186.88150000,-27.11114800
DES1035-1458,158.86536300,-14.97503700
DES0724+1252,111.24991500,12.86663000
DES1024+2208,156.24687800,22.14718500
DES1034+1000,158.57536700,10.01107400
DES1156+2043,179.08558700,20.71940700
DES1242+2543,190.74575700,25.71663000
DES0846+0543,131.67628100,5.72774100
DES1150+2043,177.55908100,20.71940700
DES0950-2206,147.71348900,-22.11392600
DES1017+1834,154.49636900,18.57774100
DES1521+1043,230.33620400,10.72496300
DES1557+0418,239.30457800,4.29996300
DES1243-0833,190.77036600,-8.55003700
DES1139-3957,174.85660900,-39.96114800
DES1353+0752,208.31507400,7.86940700
DES1342+1209,205.64116000,12.15274100
DES0945+2043,146.26570600,20.71940700
DES1032+0252,158.02755800,2.87218500
DES1120-2206,170.06014500,-22.11392600
DES1101-3749,165.32979100,-37.81948100
DES1219-3540,184.80337700,-35.67781500
DES0646+2751,101.52563000,27.85829600
DES0747+1917,116.94794700,19.29163000
DES1107+0835,166.96935700,8.58329600
DES1404-0750,211.17401100,-7.83614800
DES1248+0835,192.23848600,8.58329600
DES1358-1624,209.69399800,-16.40281500
DES1355-2041,208.78785300,-20.68614800
DES1523-1958,230.98146900,-19.97225900
DES1039-2249,159.75968600,-22.82781500
DES1218+2251,184.61154400,22.86107400
DES1446-0250,221.63468700,-2.83892600
DES1356-4123,209.02845600,-41.38892600
DES1050+1126,162.64120800,11.43885200
DES1419-2206,214.75345600,-22.11392600
DES1023-0458,155.77582000,-4.98059300
DES0841-1832,130.35403600,-18.54448100
DES0936+1917,144.17687800,19.29163000
DES1216+0126,184.22169700,1.44440700
DES1438+1209,219.51598800,12.15274100
DES1701+0335,255.47783100,3.58607400
DES1100-0458,165.09155000,-4.98059300
DES1301+0752,195.34291000,7.86940700
DES1313-4040,198.32709200,-40.67503700
DES1152+0752,178.04669200,7.86940700
DES1152+1417,178.00096500,14.29440700
DES1217-1207,184.43008200,-12.11948100
DES1345-1250,206.40707600,-12.83337000
DES1148-2458,177.23538100,-24.96948100
DES1336-3623,204.11002200,-36.39170400
DES1000-0250,150.15807900,-2.83892600
DES0714+1500,108.64449300,15.00829600
DES1000+1209,150.14185000,12.15274100
DES1328+0209,202.18711000,2.15829600
DES0800-0707,120.04047800,-7.12225900
DES1139-0833,174.88830600,-8.55003700
DES1350+0001,207.69449400,0.01663000
DES0912+0709,138.04273300,7.15551900
DES0847-1207,131.85836600,-12.11948100
DES0852+1543,133.04099900,15.72218500
DES1116-2623,169.23927900,-26.39725900
DES1029-4249,157.33206400,-42.81670400
DES1151-4331,177.90549500,-43.53059300
DES1214-2623,183.58506700,-26.39725900
DES1342-4957,205.71225300,-49.95559300
DES1413-3206,213.35110900,-32.10837000
DES0829+1252,127.35998000,12.86663000
DES1200+0209,180.04084300,2.15829600
DES1320-1415,200.05967600,-14.26114800
DES1357-0207,209.32466300,-2.12503700
DES1201-1458,180.29595200,-14.97503700
DES1232-1124,188.10157800,-11.40559300
DES1338-2415,204.71425800,-24.25559300
DES1337-1415,204.47920600,-14.26114800
DES1253-0416,193.47458300,-4.26670400
DES1532-2206,233.24724000,-22.11392600
DES0836-0624,129.07654100,-6.40837000
DES1000-0207,150.03111000,-2.12503700
DES1642+0043,250.55509100,0.73051900
DES1139-3415,174.96038800,-34.25003700
DES1146-4040,176.67751700,-40.67503700
DES1344-3415,206.05199100,-34.25003700
DES1246-2915,191.56405400,-29.25281500
DES1440+1043,220.16407000,10.72496300
DES1247-1250,191.76350600,-12.83337000
DES1656-1707,254.12636600,-17.11670400
DES1501-0624,225.33913000,-6.40837000
DES0837+1417,129.37894500,14.29440700
DES1105-1958,166.41795500,-19.97225900
DES1002+2834,150.73706500,28.57218500
DES1004-0333,151.03700000,-3.55281500
DES0813+2043,123.36811600,20.71940700
DES1140-0624,175.05270300,-6.40837000
DES1502+0752,225.61129200,7.86940700
DES1005-3832,151.36719400,-38.53337000
DES1002-3540,150.52868700,-35.67781500
DES1111-2458,167.78545800,-24.96948100
DES1245+2500,191.48521300,25.00274100
DES1211+2625,182.86547300,26.43051900
DES1207-3415,181.86963300,-34.25003700
DES1219-3332,184.78385200,-33.53614800
DES1238-4331,189.72147000,-43.53059300
DES1249-3332,192.49196100,-33.53614800
DES1142-1124,175.72097500,-11.40559300
DES1626+0252,246.66112500,2.87218500
DES1236-0416,189.17934600,-4.26670400
DES1307-3706,196.96597400,-37.10559300
DES1330-4457,202.52456900,-44.95837000
DES1525-2623,231.40435900,-26.39725900
DES1533-3623,233.37575600,-36.39170400
DES1540-3623,235.14943700,-36.39170400
DES1131-4331,172.98217200,-43.53059300
DES1605-3332,241.30998300,-33.53614800
DES0942+0126,145.65944300,1.44440700
DES0941-3540,145.25565800,-35.67781500
DES1639-0041,249.83871700,-0.69725900
DES0849+2334,132.31252000,23.57496300
DES1111-1958,167.93709700,-19.97225900
DES1157-2206,179.30703700,-22.11392600
DES1302-0707,195.58169300,-7.12225900
DES1022+0626,155.67227600,6.44163000
DES1337-0833,204.48669200,-8.55003700
DES1228+0126,187.07816000,1.44440700
DES1501-1749,225.46273100,-17.83059300
DES1422-3540,215.56271500,-35.67781500
DES0717+1917,109.38435500,19.29163000
DES0839+0500,129.98935100,5.01385200
DES1119-2041,169.87050600,-20.68614800
DES1148+1252,177.15472500,12.86663000
DES1415-0624,213.84508900,-6.40837000
DES1442-1832,220.71235600,-18.54448100
DES0919-3040,139.95138600,-30.68059300
DES1150+0001,177.71115900,0.01663000
DES1513-3914,228.42323100,-39.24725900
DES1516-0750,229.18945900,-7.83614800
DES0842+1126,130.59352700,11.43885200
DES1219-0541,184.75344000,-5.69448100
DES1229-1250,187.37043500,-12.83337000
DES1355-1958,208.95391700,-19.97225900
DES1008-0124,152.08304800,-1.41114800
DES0907-2832,136.84774800,-28.53892600
DES1148-4706,177.18126600,-47.10003700
DES1217+2043,184.42835800,20.71940700
DES0720+2208,110.00147800,22.14718500
DES1405+1500,211.37952900,15.00829600
DES1614+0418,243.60000200,4.29996300
DES1125-1915,171.35364900,-19.25837000
DES1143-1415,175.75226500,-14.26114800
DES1013+2708,153.26808100,27.14440700
DES1425-2124,216.33356700,-21.40003700
DES1135-4249,173.87682000,-42.81670400
DES1155-2332,178.97941500,-23.54170400
DES0822+2251,125.73087100,22.86107400
DES1023-2124,155.76016000,-21.40003700
DES1222+0835,185.74071000,8.58329600
DES1501+1043,225.25013700,10.72496300
DES1728+1000,262.23986800,10.01107400
DES0855+1709,133.90276200,17.14996300
DES1153+2834,178.37519900,28.57218500
DES1424+0626,216.01994200,6.44163000
DES1114+2625,168.51553900,26.43051900
DES0816-0041,124.18496900,-0.69725900
DES1008-2458,152.03558800,-24.96948100
DES1629-2249,247.28449700,-22.82781500
DES1039-2041,159.95039800,-20.68614800
DES1547+0626,236.85425600,6.44163000
DES0755+2917,118.80743000,29.28607400
DES0837+1500,129.33932000,15.00829600
DES1114+2543,168.55932000,25.71663000
DES0901-2458,135.49822400,-24.96948100
DES1032-4457,158.13481900,-44.95837000
DES0756+1834,119.09911300,18.57774100
DES0844+2834,131.22779400,28.57218500
DES1351+1043,207.81219300,10.72496300
DES1359-0416,209.93965900,-4.26670400
DES1241-2124,190.26399900,-21.40003700
DES1128-2958,172.10402700,-29.96670400
DES1110-3457,167.62286000,-34.96392600
DES1237-2749,189.45552200,-27.82503700
DES1343-4414,205.98888600,-44.24448100
DES1252-3415,193.09715600,-34.25003700
DES1342-4206,205.58079000,-42.10281500
DES0742+0835,115.70912300,8.58329600
DES1007-1958,151.98611100,-19.97225900
DES1424-3123,216.07736900,-31.39448100
DES1500-3332,225.03730900,-33.53614800
DES0905+0001,136.30560200,0.01663000
DES1232-4623,188.22129700,-46.38614800
DES1431-4831,217.90786600,-48.52781500
DES0827+1917,126.78061600,19.29163000
DES0927-1332,141.90483400,-13.54725900
DES1019-2332,154.83970900,-23.54170400
DES1648+1126,252.22904300,11.43885200
DES1135+3000,173.83899800,29.99996300
DES1054+0500,163.67101100,5.01385200
DES1259-1624,194.81046500,-16.40281500
DES1313-1332,198.44745300,-13.54725900
DES1330+1043,202.72612500,10.72496300
DES1407-0333,211.83440000,-3.55281500
DES0749+2500,117.44075100,25.00274100
DES0801-0750,120.37615000,-7.83614800
DES1253-0915,193.47936100,-9.26392600
DES1141+1543,175.31424600,15.72218500
DES1323-1458,200.98755600,-14.97503700
DES1731-0958,262.92912100,-9.97781500
DES0916-1207,139.15999400,-12.11948100
DES1041-1541,160.44137200,-15.68892600
DES1042-3040,160.70335500,-30.68059300
DES0727+2043,111.91932000,20.71940700
DES0851-1041,132.95036700,-10.69170400
DES1242+1500,190.68470100,15.00829600
DES1449-1749,222.46309200,-17.83059300
DES1631-0207,247.90119200,-2.12503700
DES1307-0958,196.96756600,-9.97781500
DES1459-2041,224.81264300,-20.68614800
DES0942+2334,145.55378300,23.57496300
DES1504-1749,226.21264100,-17.83059300
DES1715-1415,258.98673300,-14.26114800
DES0846+2208,131.58266400,22.14718500
DES1003-0707,150.97640400,-7.12225900
DES0745+1252,116.37584500,12.86663000
DES1404+1417,211.15234200,14.29440700
DES1657+0835,254.32834700,8.58329600
DES1340-1958,205.15606300,-19.97225900
DES1342-2041,205.73551200,-20.68614800
DES0750-0416,117.59205900,-4.26670400
DES0808+1417,122.01197200,14.29440700
DES1002+1334,150.74975800,13.58051900
DES1038+1252,159.58010900,12.86663000
DES1319+0043,199.86486000,0.73051900
DES0848-0124,132.08809500,-1.41114800
DES1012-0833,153.23095000,-8.55003700
DES1347+1626,206.76730800,16.43607400
DES1210-0333,182.50859500,-3.55281500
DES1652-0707,253.13690400,-7.12225900
DES1532-1415,233.20614600,-14.26114800
DES1553-0915,238.32538200,-9.26392600
DES0756+2625,119.08798900,26.43051900
DES0927-0416,141.93173700,-4.26670400
DES1600+0543,240.01440200,5.72774100
DES1403-1832,210.92353800,-18.54448100
DES1403-2124,210.96630300,-21.40003700
DES1403-0624,210.97157900,-6.40837000
DES1144-3832,176.00778500,-38.53337000
DES1211-3623,182.82585200,-36.39170400
DES0917+0209,139.32028800,2.15829600
DES1003-2206,150.79578600,-22.11392600
DES1515-1832,228.99520200,-18.54448100
DES0854-2541,133.63369500,-25.68337000
DES0937-3249,144.36700100,-32.82225900
DES1045-3249,161.35714600,-32.82225900
DES1104-4457,166.20568200,-44.95837000
DES0926+0252,141.58746100,2.87218500
DES0946+2126,146.61198200,21.43329600
DES1003+0209,150.75061900,2.15829600
DES1044-1415,161.02050100,-14.26114800
DES1127-1832,171.76826600,-18.54448100
DES1326-2749,201.56385200,-27.82503700
DES1339-4914,204.76766100,-49.24170400
DES1420-4206,215.20266900,-42.10281500
DES1122-0416,170.56665100,-4.26670400
DES1415-3540,213.80503800,-35.67781500
DES0930+1252,142.73776800,12.86663000
DES1149-1541,177.49620800,-15.68892600
DES1136-2623,174.02120800,-26.39725900
DES0945+0126,146.37355900,1.44440700
DES0754+3000,118.60902900,29.99996300
DES1625-1832,246.31388000,-18.54448100
DES0813-1458,123.39404300,-14.97503700
DES0906+3000,136.74424300,29.99996300
DES1334+1000,203.52081500,10.01107400
DES1505-0041,226.27863900,-0.69725900
DES1621+1334,245.49030000,13.58051900
DES1632-2249,248.05905300,-22.82781500
DES1642-1958,250.73030800,-19.97225900
DES1600+1500,240.20446700,15.00829600
DES0920-0833,140.23653600,-8.55003700
DES0829+2417,127.25180500,24.28885200
DES0856+1834,134.16177500,18.57774100
DES1215-1832,183.81604200,-18.54448100
DES1020+1252,155.18645500,12.86663000
DES0948+1334,147.07764400,13.58051900
DES1017+1417,154.42665200,14.29440700
DES1403+0917,210.86723700,9.29718500
DES1408+0543,212.03303300,5.72774100
DES0955+1709,148.84492700,17.14996300
DES1619-0041,244.84112500,-0.69725900
DES1336+0709,204.23604900,7.15551900
DES1129-0250,172.31582800,-2.83892600
DES1140-0958,175.22199800,-9.97781500
DES1130-0707,172.55960800,-7.12225900
DES1142-1832,175.53319600,-18.54448100
DES1646+0252,251.66463300,2.87218500
DES1542+0835,235.55699400,8.58329600
DES0821+0626,125.49844300,6.44163000
DES1116+0835,169.13528200,8.58329600
DES0716+2208,109.23072100,22.14718500
DES1221-1415,185.32791200,-14.26114800
DES0902-1207,135.50918000,-12.11948100
DES0943+2500,145.79820400,25.00274100
DES1329-0250,202.33600300,-2.83892600
DES1508-2041,227.10189900,-20.68614800
DES1307-1207,196.84284900,-12.11948100
DES1452-2206,223.22977400,-22.11392600
DES1001+0543,150.33052700,5.72774100
DES1027+1543,156.77334800,15.72218500
DES1444-1332,221.21136500,-13.54725900
DES0759+0001,119.88615700,0.01663000
DES1252-0750,193.15856200,-7.83614800
DES0841+2251,130.37934500,22.86107400
DES1033+1626,158.38753100,16.43607400
DES1336-0707,204.21497500,-7.12225900
DES1550-0624,237.55154800,-6.40837000
DES0907+1209,136.99727700,12.15274100
DES0930+1334,142.67110700,13.58051900
DES1120-1541,170.08106200,-15.68892600
DES1711+1043,257.94628400,10.72496300
DES1016-4040,154.08665700,-40.67503700
DES1042-3249,160.50763900,-32.82225900
DES1005+1751,151.26590500,17.86385200
DES1227-2332,186.76641800,-23.54170400
DES1714-1124,258.74384400,-11.40559300
DES1015-2832,153.91295600,-28.53892600
DES1017-4249,154.41240100,-42.81670400
DES0824+1917,126.02425700,19.29163000
DES0858-1707,134.61048000,-17.11670400
DES1116+1417,169.16059800,14.29440700
DES1007-1041,151.83939600,-10.69170400
DES1030-3540,157.55939300,-35.67781500
DES1051-0458,162.94176600,-4.98059300
DES1107-1749,166.96976000,-17.83059300
DES1128-0624,172.17919300,-6.40837000
DES1426+0626,216.73836700,6.44163000
DES1655-1250,253.99867800,-12.83337000
DES1424-2749,216.09384800,-27.82503700
DES0953-3457,148.45837100,-34.96392600
DES1028-4331,157.22753900,-43.53059300
DES0901+1500,135.25212800,15.00829600
DES1044-1541,161.18288700,-15.68892600
DES1251-0915,192.75603800,-9.26392600
DES1552-3457,238.18302600,-34.96392600
DES0800+2000,120.12754500,20.00551900
DES1302-3415,195.68812300,-34.25003700
DES1311-3540,197.98595000,-35.67781500
DES1359-2832,209.98435500,-28.53892600
DES0738+0626,114.72207400,6.44163000
DES0844-1832,131.10702200,-18.54448100
DES0746+1209,116.55016300,12.15274100
DES0812+0335,123.14927700,3.58607400
DES1422-3623,215.63894800,-36.39170400
DES1506-3706,226.50526200,-37.10559300
DES1041+1751,160.26650900,17.86385200
DES1453-2623,223.43447700,-26.39725900
DES0934-0250,143.72518400,-2.83892600
DES1153+0543,178.31189600,5.72774100
DES0741+3000,115.31171800,29.99996300
DES1105-0124,166.36515700,-1.41114800
DES1518+1126,229.64999500,11.43885200
DES1416-2332,214.02092500,-23.54170400
DES1510+0835,227.61526700,8.58329600
DES1514+1334,228.59857500,13.58051900
DES1551+2751,237.98807300,27.85829600
DES1245+0126,191.36285500,1.44440700
DES1343+0626,205.96199800,6.44163000
DES1627+2751,246.87024400,27.85829600
DES1311-0124,197.78579700,-1.41114800
DES0708+2625,107.12971100,26.43051900
DES0711+1500,107.90539200,15.00829600
DES1033+0418,158.40741900,4.29996300
DES1157-0750,179.46682200,-7.83614800
DES0932+2043,143.21269400,20.71940700
DES1059-2415,164.78067700,-24.25559300
DES1224+1334,186.00205300,13.58051900
DES0915-1624,138.99721500,-16.40281500
DES0924+2708,141.23434100,27.14440700
DES0959+0752,149.94033700,7.86940700
DES1306-1458,196.55364100,-14.97503700
DES0723+1626,110.75205800,16.43607400
DES1428-2041,217.18179100,-20.68614800
DES1116+2043,169.16329700,20.71940700
DES1214+2543,183.61440200,25.71663000
DES1652+0709,253.16154400,7.15551900
DES1326+1917,201.66017800,19.29163000
DES1406-2332,211.68482500,-23.54170400
DES1542+2126,235.57551000,21.43329600
DES1207-0333,181.79333200,-3.55281500
DES0954-2041,148.50412000,-20.68614800
DES1136+2751,174.19793700,27.85829600
DES1639+0126,249.92035100,1.44440700
DES1358-2041,209.55093800,-20.68614800
DES0921+2708,140.43209200,27.14440700
DES1445-0041,221.28104700,-0.69725900
DES1501-1207,225.31919500,-12.11948100
DES1615-2124,243.93663800,-21.40003700
DES0906+2625,136.62679700,26.43051900
DES1324+0752,201.10831600,7.86940700
DES1417+1000,214.39471400,10.01107400
DES1450+0752,222.72858900,7.86940700
DES1512-1415,228.05002800,-14.26114800
DES0933-3206,143.39874100,-32.10837000
DES0936-2832,144.16140900,-28.53892600
DES1007-0833,151.78712600,-8.55003700
DES1259-1915,194.79601400,-19.25837000
DES0920-3249,140.11946500,-32.82225900
DES0952-2958,148.20654100,-29.96670400
DES1019-4123,154.79020600,-41.38892600
DES1244-0541,191.21030300,-5.69448100
DES1058-3706,164.74129700,-37.10559300
DES1057-0624,164.27704000,-6.40837000
DES1458-0915,224.58224700,-9.26392600
DES1539-2249,234.89160300,-22.82781500
DES1121-3206,170.36832900,-32.10837000
DES1153-2915,178.47226700,-29.25281500
DES1156-2041,179.02752900,-20.68614800
DES1318-3706,199.65136400,-37.10559300
DES1428-4706,217.03281000,-47.10003700
DES1110-0041,167.73541600,-0.69725900
DES1535-1707,233.95806000,-17.11670400
DES1247-3123,191.82391700,-31.39448100
DES1254-3249,193.63842200,-32.82225900
DES1353-3957,208.38648700,-39.96114800
DES1424-4040,216.21152300,-40.67503700
DES0953-1415,148.49850100,-14.26114800
DES1010+0001,152.72504700,0.01663000
DES1453-3540,223.47225900,-35.67781500
DES1500-2623,225.02845300,-26.39725900
DES0916+2625,139.01845300,26.43051900
DES1102-1832,165.74437800,-18.54448100
